Date;Open Price;Close Price;Diff
2018-01-10 00:00;14073,16;14073,16;0
2018-01-10 01:00;14073,16;14193,43;120,27
2018-01-10 02:00;14193,43;14290,4;96,97
2018-01-10 03:00;14290,4;14139,18;-151,22
2018-01-10 04:00;14139,18;14374,32;235,14
2018-01-10 05:00;14374,32;14182,03;-192,29
2018-01-10 06:00;14182,03;14240,25;58,22
2018-01-10 07:00;14240,25;14115,24;-125,01
2018-01-10 08:00;14115,24;13500,39;-614,85
2018-01-10 09:00;13500,39;13790,67;290,28
2018-01-10 10:00;13790,67;13862,86;72,19
2018-01-10 11:00;13862,86;14073,29;210,43
2018-01-10 12:00;14073,29;13898,03;-175,26
2018-01-10 13:00;13898,03;13907,03;9
2018-01-10 14:00;13907,03;13778,42;-128,61
2018-01-10 15:00;13778,42;14420,99;642,57
2018-01-10 16:00;14420,99;14498,19;77,2
2018-01-10 17:00;14498,19;14556,76;58,57
2018-01-10 18:00;14556,76;14479,26;-77,5
2018-01-10 19:00;14479,26;14339,61;-139,65
2018-01-10 20:00;14339,61;14463,84;124,23
2018-01-10 21:00;14463,84;14481,59;17,75
2018-01-10 22:00;14481,59;14457,25;-24,34
2018-01-10 23:00;14457,25;14859,3;402,05
2018-01-11 00:00;14859,3;14681,31;-177,99
2018-01-11 01:00;14681,31;14496,48;-184,83
2018-01-11 02:00;14496,48;14250,19;-246,29
2018-01-11 03:00;14250,19;13295,6;-954,59
2018-01-11 04:00;13295,6;13286,18;-9,42
2018-01-11 05:00;13286,18;13123,3;-162,88
2018-01-11 06:00;13123,3;13389,86;266,56
2018-01-11 07:00;13389,86;13566,97;177,11
2018-01-11 08:00;13566,97;13782,84;215,87
2018-01-11 09:00;13782,84;13539,09;-243,75
2018-01-11 10:00;13539,09;13305,48;-233,61
2018-01-11 11:00;13305,48;13449,15;143,67
2018-01-11 12:00;13449,15;13831,78;382,63
2018-01-11 13:00;13831,78;13704,39;-127,39
2018-01-11 14:00;13704,39;13835,64;131,25
2018-01-11 15:00;13835,64;13997,75;162,11
2018-01-11 16:00;13997,75;13900,14;-97,61
2018-01-11 17:00;13900,14;13670,12;-230,02
2018-01-11 18:00;13670,12;13713,64;43,52
2018-01-11 19:00;13713,64;13361,39;-352,25
2018-01-11 20:00;13361,39;13467,3;105,91
2018-01-11 21:00;13467,3;13445,23;-22,07
2018-01-11 22:00;13445,23;13088,33;-356,9
2018-01-11 23:00;13088,33;13316,81;228,48
2018-01-12 00:00;13316,81;13099,9;-216,91
2018-01-12 01:00;13099,9;13414,49;314,59
2018-01-12 02:00;13414,49;13469,39;54,9
2018-01-12 03:00;13469,39;13640,92;171,53
2018-01-12 04:00;13640,92;13686,74;45,82
2018-01-12 05:00;13686,74;13603,33;-83,41
2018-01-12 06:00;13603,33;13732,53;129,2
2018-01-12 07:00;13732,53;13620,27;-112,26
2018-01-12 08:00;13620,27;13591,31;-28,96
2018-01-12 09:00;13591,31;13507,24;-84,07
2018-01-12 10:00;13507,24;13936,2;428,96
2018-01-12 11:00;13936,2;13971,35;35,15
2018-01-12 12:00;13971,35;14042,17;70,82
2018-01-12 13:00;14042,17;13871,66;-170,51
2018-01-12 14:00;13871,66;13933,37;61,71
2018-01-12 15:00;13933,37;13647,04;-286,33
2018-01-12 16:00;13647,04;13568,18;-78,86
2018-01-12 17:00;13568,18;13616,18;48
2018-01-12 18:00;13616,18;13490,33;-125,85
2018-01-12 19:00;13490,33;13770,3;279,97
2018-01-12 20:00;13770,3;13907,04;136,74
2018-01-12 21:00;13907,04;13744,49;-162,55
2018-01-12 22:00;13744,49;13639,28;-105,21
2018-01-12 23:00;13639,28;13784,29;145,01
2018-01-13 00:00;13784,29;14091,41;307,12
2018-01-13 01:00;14091,41;14158,9;67,49
2018-01-13 02:00;14158,9;14163,48;4,58
2018-01-13 03:00;14163,48;14162,52;-0,96
2018-01-13 04:00;14162,52;14113,2;-49,32
2018-01-13 05:00;14113,2;14192,94;79,74
2018-01-13 06:00;14192,94;14221,38;28,44
2018-01-13 07:00;14221,38;14410,83;189,45
2018-01-13 08:00;14410,83;14250,16;-160,67
2018-01-13 09:00;14250,16;14219,11;-31,05
2018-01-13 10:00;14219,11;14232,32;13,21
2018-01-13 11:00;14232,32;14257,65;25,33
2018-01-13 12:00;14257,65;14342,94;85,29
2018-01-13 13:00;14342,94;14484,72;141,78
2018-01-13 14:00;14484,72;14384,06;-100,66
2018-01-13 15:00;14384,06;14260,29;-123,77
2018-01-13 16:00;14260,29;14281,22;20,93
2018-01-13 17:00;14281,22;14308,72;27,5
2018-01-13 18:00;14308,72;14264,32;-44,4
2018-01-13 19:00;14264,32;14085,2;-179,12
2018-01-13 20:00;14085,2;14177,56;92,36
2018-01-13 21:00;14177,56;14166,75;-10,81
2018-01-13 22:00;14166,75;14309,92;143,17
2018-01-13 23:00;14309,92;14203,74;-106,18
2018-01-14 00:00;14203,74;14261,93;58,19
2018-01-14 01:00;14261,93;14315,84;53,91
2018-01-14 02:00;14315,84;14234,04;-81,8
2018-01-14 03:00;14234,04;14217,13;-16,91
2018-01-14 04:00;14217,13;13900,38;-316,75
2018-01-14 05:00;13900,38;13794,87;-105,51
2018-01-14 06:00;13794,87;13836,41;41,54
2018-01-14 07:00;13836,41;13752,01;-84,4
2018-01-14 08:00;13752,01;13668,43;-83,58
2018-01-14 09:00;13668,43;13548,09;-120,34
2018-01-14 10:00;13548,09;13542,93;-5,16
2018-01-14 11:00;13542,93;13516,68;-26,25
2018-01-14 12:00;13516,68;13315,09;-201,59
2018-01-14 13:00;13315,09;13599,06;283,97
2018-01-14 14:00;13599,06;13530,92;-68,14
2018-01-14 15:00;13530,92;13219,51;-311,41
2018-01-14 16:00;13219,51;13353,74;134,23
2018-01-14 17:00;13353,74;13494,79;141,05
2018-01-14 18:00;13494,79;13529,56;34,77
2018-01-14 19:00;13529,56;13374,75;-154,81
2018-01-14 20:00;13374,75;13477,5;102,75
2018-01-14 21:00;13477,5;13393,82;-83,68
2018-01-14 22:00;13393,82;13566,12;172,3
2018-01-14 23:00;13566,12;13618,19;52,07
2018-01-15 00:00;13618,19;13712,41;94,22
2018-01-15 01:00;13712,41;13642,62;-69,79
2018-01-15 02:00;13642,62;13510,2;-132,42
2018-01-15 03:00;13510,2;13548,65;38,45
2018-01-15 04:00;13548,65;13608,25;59,6
2018-01-15 05:00;13608,25;13586,64;-21,61
2018-01-15 06:00;13586,64;13751,82;165,18
2018-01-15 07:00;13751,82;13650,02;-101,8
2018-01-15 08:00;13650,02;13593,76;-56,26
2018-01-15 09:00;13593,76;13684,48;90,72
2018-01-15 10:00;13684,48;13773,37;88,89
2018-01-15 11:00;13773,37;13748,78;-24,59
2018-01-15 12:00;13748,78;14141,6;392,82
2018-01-15 13:00;14141,6;14167,92;26,32
2018-01-15 14:00;14167,92;14136,14;-31,78
2018-01-15 15:00;14136,14;14062,06;-74,08
2018-01-15 16:00;14062,06;14135,9;73,84
2018-01-15 17:00;14135,9;13919,12;-216,78
2018-01-15 18:00;13919,12;13934,37;15,25
2018-01-15 19:00;13934,37;13902,59;-31,78
2018-01-15 20:00;13902,59;13722,69;-179,9
2018-01-15 21:00;13722,69;13918,66;195,97
2018-01-15 22:00;13918,66;13805,39;-113,27
2018-01-15 23:00;13805,39;13574;-231,39
2018-01-16 00:00;13574;13292,47;-281,53
2018-01-16 01:00;13292,47;13056,11;-236,36
2018-01-16 02:00;13056,11;13146,68;90,57
2018-01-16 03:00;13146,68;12955,76;-190,92
2018-01-16 04:00;12955,76;12990,34;34,58
2018-01-16 05:00;12990,34;13118,75;128,41
2018-01-16 06:00;13118,75;13147,44;28,69
2018-01-16 07:00;13147,44;12488,38;-659,06
2018-01-16 08:00;12488,38;12144,97;-343,41
2018-01-16 09:00;12144,97;11503,65;-641,32
2018-01-16 10:00;11503,65;11761,09;257,44
2018-01-16 11:00;11761,09;12328,27;567,18
2018-01-16 12:00;12328,27;12007,36;-320,91
2018-01-16 13:00;12007,36;11533,81;-473,55
2018-01-16 14:00;11533,81;11881,72;347,91
2018-01-16 15:00;11881,72;12273,94;392,22
2018-01-16 16:00;12273,94;11968,73;-305,21
2018-01-16 17:00;11968,73;11367,68;-601,05
2018-01-16 18:00;11367,68;11484,22;116,54
2018-01-16 19:00;11484,22;11577,92;93,7
2018-01-16 20:00;11577,92;11021,73;-556,19
2018-01-16 21:00;11021,73;10617,36;-404,37
2018-01-16 22:00;10617,36;11067,53;450,17
2018-01-16 23:00;11067,53;11369,39;301,86
2018-01-17 00:00;11369,39;11095,35;-274,04
2018-01-17 01:00;11095,35;11303,49;208,14
2018-01-17 02:00;11303,49;10876,44;-427,05
2018-01-17 03:00;10876,44;10827,15;-49,29
2018-01-17 04:00;10827,15;11109,92;282,77
2018-01-17 05:00;11109,92;11073,75;-36,17
2018-01-17 06:00;11073,75;11227,56;153,81
2018-01-17 07:00;11227,56;11141,17;-86,39
2018-01-17 08:00;11141,17;10880,6;-260,57
2018-01-17 09:00;10880,6;10515,33;-365,27
2018-01-17 10:00;10515,33;10046,51;-468,82
2018-01-17 11:00;10046,51;10216,17;169,66
2018-01-17 12:00;10216,17;10338,71;122,54
2018-01-17 13:00;10338,71;10050,95;-287,76
2018-01-17 14:00;10050,95;9453,32;-597,63
2018-01-17 15:00;9453,32;9501,26;47,94
2018-01-17 16:00;9501,26;10275;773,74
2018-01-17 17:00;10275;10137,44;-137,56
2018-01-17 18:00;10137,44;9809,44;-328
2018-01-17 19:00;9809,44;10572,21;762,77
2018-01-17 20:00;10572,21;10960,96;388,75
2018-01-17 21:00;10960,96;11378,02;417,06
2018-01-17 22:00;11378,02;11090,65;-287,37
2018-01-17 23:00;11090,65;11098,56;7,91
2018-01-18 00:00;11098,56;11254,42;155,86
2018-01-18 01:00;11254,42;11435,44;181,02
2018-01-18 02:00;11435,44;11729,22;293,78
2018-01-18 03:00;11729,22;11346,9;-382,32
2018-01-18 04:00;11346,9;11117,52;-229,38
2018-01-18 05:00;11117,52;10992,45;-125,07
2018-01-18 06:00;10992,45;11192,71;200,26
2018-01-18 07:00;11192,71;10663,94;-528,77
2018-01-18 08:00;10663,94;10880,63;216,69
2018-01-18 09:00;10880,63;11229,6;348,97
2018-01-18 10:00;11229,6;11324,11;94,51
2018-01-18 11:00;11324,11;11558,62;234,51
2018-01-18 12:00;11558,62;11653,74;95,12
2018-01-18 13:00;11653,74;11710,33;56,59
2018-01-18 14:00;11710,33;11873,77;163,44
2018-01-18 15:00;11873,77;11995,93;122,16
2018-01-18 16:00;11995,93;11702,74;-293,19
2018-01-18 17:00;11702,74;11476,43;-226,31
2018-01-18 18:00;11476,43;11751,66;275,23
2018-01-18 19:00;11751,66;11782,53;30,87
2018-01-18 20:00;11782,53;11868,95;86,42
2018-01-18 21:00;11868,95;11540,59;-328,36
2018-01-18 22:00;11540,59;11289,01;-251,58
2018-01-18 23:00;11289,01;11249,35;-39,66
2018-01-19 00:00;11249,35;11487,18;237,83
2018-01-19 01:00;11487,18;11424,57;-62,61
2018-01-19 02:00;11424,57;11087,3;-337,27
2018-01-19 03:00;11087,3;11144,74;57,44
2018-01-19 04:00;11144,74;11387,3;242,56
2018-01-19 05:00;11387,3;11347,18;-40,12
2018-01-19 06:00;11347,18;11509,54;162,36
2018-01-19 07:00;11509,54;11349,1;-160,44
2018-01-19 08:00;11349,1;11732,85;383,75
2018-01-19 09:00;11732,85;11610,19;-122,66
2018-01-19 10:00;11610,19;11828,08;217,89
2018-01-19 11:00;11828,08;11791,8;-36,28
2018-01-19 12:00;11791,8;11859,43;67,63
2018-01-19 13:00;11859,43;11738,94;-120,49
2018-01-19 14:00;11738,94;11462,08;-276,86
2018-01-19 15:00;11462,08;11544,93;82,85
2018-01-19 16:00;11544,93;11653,46;108,53
2018-01-19 17:00;11653,46;11284,02;-369,44
2018-01-19 18:00;11284,02;11255,48;-28,54
2018-01-19 19:00;11255,48;11253,69;-1,79
2018-01-19 20:00;11253,69;11384,99;131,3
2018-01-19 21:00;11384,99;11345,63;-39,36
2018-01-19 22:00;11345,63;11254,65;-90,98
2018-01-19 23:00;11254,65;11510,42;255,77
2018-01-20 00:00;11510,42;11560,87;50,45
2018-01-20 01:00;11560,87;11663,49;102,62
2018-01-20 02:00;11663,49;11692,7;29,21
2018-01-20 03:00;11692,7;11739,44;46,74
2018-01-20 04:00;11739,44;12245,85;506,41
2018-01-20 05:00;12245,85;12652,81;406,96
2018-01-20 06:00;12652,81;12400,98;-251,83
2018-01-20 07:00;12400,98;12596,11;195,13
2018-01-20 08:00;12596,11;12740,81;144,7
2018-01-20 09:00;12740,81;12502,22;-238,59
2018-01-20 10:00;12502,22;12565,5;63,28
2018-01-20 11:00;12565,5;12325,63;-239,87
2018-01-20 12:00;12325,63;12497,76;172,13
2018-01-20 13:00;12497,76;12515,63;17,87
2018-01-20 14:00;12515,63;12600,1;84,47
2018-01-20 15:00;12600,1;12543,23;-56,87
2018-01-20 16:00;12543,23;12826,61;283,38
2018-01-20 17:00;12826,61;12815,66;-10,95
2018-01-20 18:00;12815,66;12956,56;140,9
2018-01-20 19:00;12956,56;12745,67;-210,89
2018-01-20 20:00;12745,67;12773,48;27,81
2018-01-20 21:00;12773,48;12904,31;130,83
2018-01-20 22:00;12904,31;12826,35;-77,96
2018-01-20 23:00;12826,35;12761,59;-64,76
2018-01-21 00:00;12761,59;12369,54;-392,05
2018-01-21 01:00;12369,54;12502,43;132,89
2018-01-21 02:00;12502,43;12569,01;66,58
2018-01-21 03:00;12569,01;12492,01;-77
2018-01-21 04:00;12492,01;12257,95;-234,06
2018-01-21 05:00;12257,95;12104,07;-153,88
2018-01-21 06:00;12104,07;12011,71;-92,36
2018-01-21 07:00;12011,71;11903,56;-108,15
2018-01-21 08:00;11903,56;11917,11;13,55
2018-01-21 09:00;11917,11;11727,33;-189,78
2018-01-21 10:00;11727,33;11774,3;46,97
2018-01-21 11:00;11774,3;12128,59;354,29
2018-01-21 12:00;12128,59;11989,03;-139,56
2018-01-21 13:00;11989,03;12011,82;22,79
2018-01-21 14:00;12011,82;11768,85;-242,97
2018-01-21 15:00;11768,85;11597,65;-171,2
2018-01-21 16:00;11597,65;11341,06;-256,59
2018-01-21 17:00;11341,06;11409,11;68,05
2018-01-21 18:00;11409,11;11489,12;80,01
2018-01-21 19:00;11489,12;11480,3;-8,82
2018-01-21 20:00;11480,3;11121,68;-358,62
2018-01-21 21:00;11121,68;11348;226,32
2018-01-21 22:00;11348;11176,58;-171,42
2018-01-21 23:00;11176,58;11489,33;312,75
2018-01-22 00:00;11489,33;11694,02;204,69
2018-01-22 01:00;11694,02;11412,62;-281,4
2018-01-22 02:00;11412,62;11558,48;145,86
2018-01-22 03:00;11558,48;11515,79;-42,69
2018-01-22 04:00;11515,79;11609,16;93,37
2018-01-22 05:00;11609,16;11460,38;-148,78
2018-01-22 06:00;11460,38;11614,39;154,01
2018-01-22 07:00;11614,39;11746,58;132,19
2018-01-22 08:00;11746,58;11741,63;-4,95
2018-01-22 09:00;11741,63;11736,15;-5,48
2018-01-22 10:00;11736,15;11698,94;-37,21
2018-01-22 11:00;11698,94;11328,55;-370,39
2018-01-22 12:00;11328,55;11325,63;-2,92
2018-01-22 13:00;11325,63;10660,33;-665,3
2018-01-22 14:00;10660,33;10694,57;34,24
2018-01-22 15:00;10694,57;10304,1;-390,47
2018-01-22 16:00;10304,1;10559,23;255,13
2018-01-22 17:00;10559,23;10577,61;18,38
2018-01-22 18:00;10577,61;10456,04;-121,57
2018-01-22 19:00;10456,04;10595,47;139,43
2018-01-22 20:00;10595,47;10401,99;-193,48
2018-01-22 21:00;10401,99;10264,28;-137,71
2018-01-22 22:00;10264,28;10665,21;400,93
2018-01-22 23:00;10665,21;10778,66;113,45
2018-01-23 00:00;10778,66;10736,37;-42,29
2018-01-23 01:00;10736,37;10706,81;-29,56
2018-01-23 02:00;10706,81;10771,69;64,88
2018-01-23 03:00;10771,69;10900,76;129,07
2018-01-23 04:00;10900,76;10618,66;-282,1
2018-01-23 05:00;10618,66;10424,59;-194,07
2018-01-23 06:00;10424,59;10380,34;-44,25
2018-01-23 07:00;10380,34;10302,64;-77,7
2018-01-23 08:00;10302,64;10721,24;418,6
2018-01-23 09:00;10721,24;10439,58;-281,66
2018-01-23 10:00;10439,58;10297,57;-142,01
2018-01-23 11:00;10297,57;10142,1;-155,47
2018-01-23 12:00;10142,1;10236,55;94,45
2018-01-23 13:00;10236,55;10285,93;49,38
2018-01-23 14:00;10285,93;10434,38;148,45
2018-01-23 15:00;10434,38;10756,3;321,92
2018-01-23 16:00;10756,3;11357,46;601,16
2018-01-23 17:00;11357,46;11181,22;-176,24
2018-01-23 18:00;11181,22;11221,54;40,32
2018-01-23 19:00;11221,54;11045,76;-175,78
2018-01-23 20:00;11045,76;11109,99;64,23
2018-01-23 21:00;11109,99;10984,42;-125,57
2018-01-23 22:00;10984,42;11049,27;64,85
2018-01-23 23:00;11049,27;10826,86;-222,41
2018-01-24 00:00;10826,86;10613,75;-213,11
2018-01-24 01:00;10613,75;10606,41;-7,34
2018-01-24 02:00;10606,41;10726,11;119,7
2018-01-24 03:00;10726,11;10841,18;115,07
2018-01-24 04:00;10841,18;10675,95;-165,23
2018-01-24 05:00;10675,95;10651,72;-24,23
2018-01-24 06:00;10651,72;10959,98;308,26
2018-01-24 07:00;10959,98;10957,36;-2,62
2018-01-24 08:00;10957,36;10869,17;-88,19
2018-01-24 09:00;10869,17;11020,44;151,27
2018-01-24 10:00;11020,44;11004,76;-15,68
2018-01-24 11:00;11004,76;11023,89;19,13
2018-01-24 12:00;11023,89;11306,65;282,76
2018-01-24 13:00;11306,65;11315,12;8,47
2018-01-24 14:00;11315,12;11302,77;-12,35
2018-01-24 15:00;11302,77;11065,41;-237,36
2018-01-24 16:00;11065,41;11039,42;-25,99
2018-01-24 17:00;11039,42;11115,04;75,62
2018-01-24 18:00;11115,04;11011,16;-103,88
2018-01-24 19:00;11011,16;11212,49;201,33
2018-01-24 20:00;11212,49;11127,31;-85,18
2018-01-24 21:00;11127,31;11208,37;81,06
2018-01-24 22:00;11208,37;11103,57;-104,8
2018-01-24 23:00;11103,57;11399,22;295,65
2018-01-25 00:00;11399,22;11298,12;-101,1
2018-01-25 01:00;11298,12;11409,9;111,78
2018-01-25 02:00;11409,9;11555,28;145,38
2018-01-25 03:00;11555,28;11635,14;79,86
2018-01-25 04:00;11635,14;11467,45;-167,69
2018-01-25 05:00;11467,45;11533,27;65,82
2018-01-25 06:00;11533,27;11467,89;-65,38
2018-01-25 07:00;11467,89;11436,48;-31,41
2018-01-25 08:00;11436,48;11295,78;-140,7
2018-01-25 09:00;11295,78;11294,67;-1,11
2018-01-25 10:00;11294,67;11303,83;9,16
2018-01-25 11:00;11303,83;11163,05;-140,78
2018-01-25 12:00;11163,05;11074,72;-88,33
2018-01-25 13:00;11074,72;11227,3;152,58
2018-01-25 14:00;11227,3;11172,17;-55,13
2018-01-25 15:00;11172,17;10945,14;-227,03
2018-01-25 16:00;10945,14;10907,03;-38,11
2018-01-25 17:00;10907,03;10959,94;52,91
2018-01-25 18:00;10959,94;11260,94;301
2018-01-25 19:00;11260,94;11204;-56,94
2018-01-25 20:00;11204;11270,35;66,35
2018-01-25 21:00;11270,35;11246,48;-23,87
2018-01-25 22:00;11246,48;11163,1;-83,38
2018-01-25 23:00;11163,1;11134,6;-28,5
2018-01-26 00:00;11134,6;11381,05;246,45
2018-01-26 01:00;11381,05;11292,44;-88,61
2018-01-26 02:00;11292,44;11578,07;285,63
2018-01-26 03:00;11578,07;11523,67;-54,4
2018-01-26 04:00;11523,67;11461,89;-61,78
2018-01-26 05:00;11461,89;11345,36;-116,53
2018-01-26 06:00;11345,36;11385,97;40,61
2018-01-26 07:00;11385,97;11043,45;-342,52
2018-01-26 08:00;11043,45;10751,52;-291,93
2018-01-26 09:00;10751,52;10409,4;-342,12
2018-01-26 10:00;10409,4;10550,15;140,75
2018-01-26 11:00;10550,15;10512,5;-37,65
2018-01-26 12:00;10512,5;10644,94;132,44
2018-01-26 13:00;10644,94;10535,29;-109,65
2018-01-26 14:00;10535,29;10779,37;244,08
2018-01-26 15:00;10779,37;11005,12;225,75
2018-01-26 16:00;11005,12;11073,61;68,49
2018-01-26 17:00;11073,61;11139,86;66,25
2018-01-26 18:00;11139,86;11046,8;-93,06
2018-01-26 19:00;11046,8;10937,58;-109,22
2018-01-26 20:00;10937,58;10964,43;26,85
2018-01-26 21:00;10964,43;10899,35;-65,08
2018-01-26 22:00;10899,35;10800,4;-98,95
2018-01-26 23:00;10800,4;11098,88;298,48
2018-01-27 00:00;11098,88;11097,6;-1,28
2018-01-27 01:00;11097,6;10985,13;-112,47
2018-01-27 02:00;10985,13;11135,81;150,68
2018-01-27 03:00;11135,81;11004,85;-130,96
2018-01-27 04:00;11004,85;11027,93;23,08
2018-01-27 05:00;11027,93;11247,45;219,52
2018-01-27 06:00;11247,45;11298,54;51,09
2018-01-27 07:00;11298,54;11205,55;-92,99
2018-01-27 08:00;11205,55;11136,77;-68,78
2018-01-27 09:00;11136,77;11238,94;102,17
2018-01-27 10:00;11238,94;11205,34;-33,6
2018-01-27 11:00;11205,34;10954,88;-250,46
2018-01-27 12:00;10954,88;10951,96;-2,92
2018-01-27 13:00;10951,96;11039,48;87,52
2018-01-27 14:00;11039,48;10998,1;-41,38
2018-01-27 15:00;10998,1;11486,99;488,89
2018-01-27 16:00;11486,99;11504,31;17,32
2018-01-27 17:00;11504,31;11419,45;-84,86
2018-01-27 18:00;11419,45;11420,81;1,36
2018-01-27 19:00;11420,81;11461,02;40,21
2018-01-27 20:00;11461,02;11489,24;28,22
2018-01-27 21:00;11489,24;11553,74;64,5
2018-01-27 22:00;11553,74;11450,5;-103,24
2018-01-27 23:00;11450,5;11403,29;-47,21
2018-01-28 00:00;11403,29;11464,38;61,09
2018-01-28 01:00;11464,38;11421,5;-42,88
2018-01-28 02:00;11421,5;11407,98;-13,52
2018-01-28 03:00;11407,98;11450,73;42,75
2018-01-28 04:00;11450,73;11693,74;243,01
2018-01-28 05:00;11693,74;11753,74;60
2018-01-28 06:00;11753,74;11926,41;172,67
2018-01-28 07:00;11926,41;11737,28;-189,13
2018-01-28 08:00;11737,28;11752,91;15,63
2018-01-28 09:00;11752,91;11734,46;-18,45
2018-01-28 10:00;11734,46;11608,3;-126,16
2018-01-28 11:00;11608,3;11738,1;129,8
2018-01-28 12:00;11738,1;11522,8;-215,3
2018-01-28 13:00;11522,8;11601,1;78,3
2018-01-28 14:00;11601,1;11561,27;-39,83
2018-01-28 15:00;11561,27;11579,08;17,81
2018-01-28 16:00;11579,08;11640,81;61,73
2018-01-28 17:00;11640,81;11620,04;-20,77
2018-01-28 18:00;11620,04;11584,98;-35,06
2018-01-28 19:00;11584,98;11627,29;42,31
2018-01-28 20:00;11627,29;11682,36;55,07
2018-01-28 21:00;11682,36;11756,7;74,34
2018-01-28 22:00;11756,7;11693,97;-62,73
2018-01-28 23:00;11693,97;11697,69;3,72
2018-01-29 00:00;11697,69;11704,14;6,45
2018-01-29 01:00;11704,14;11410,72;-293,42
2018-01-29 02:00;11410,72;11405,59;-5,13
2018-01-29 03:00;11405,59;11403,4;-2,19
2018-01-29 04:00;11403,4;11450,4;47
2018-01-29 05:00;11450,4;11412,96;-37,44
2018-01-29 06:00;11412,96;11256,4;-156,56
2018-01-29 07:00;11256,4;11184,14;-72,26
2018-01-29 08:00;11184,14;11221,18;37,04
2018-01-29 09:00;11221,18;11227,75;6,57
2018-01-29 10:00;11227,75;11279,51;51,76
2018-01-29 11:00;11279,51;11088,72;-190,79
2018-01-29 12:00;11088,72;11074,77;-13,95
2018-01-29 13:00;11074,77;11160,81;86,04
2018-01-29 14:00;11160,81;11190,83;30,02
2018-01-29 15:00;11190,83;11232,31;41,48
2018-01-29 16:00;11232,31;11209,39;-22,92
2018-01-29 17:00;11209,39;11265,95;56,56
2018-01-29 18:00;11265,95;11239,37;-26,58
2018-01-29 19:00;11239,37;11142,13;-97,24
2018-01-29 20:00;11142,13;11174,84;32,71
2018-01-29 21:00;11174,84;11222,85;48,01
2018-01-29 22:00;11222,85;11052,63;-170,22
2018-01-29 23:00;11052,63;11174,01;121,38
2018-01-30 00:00;11174,01;11162,58;-11,43
2018-01-30 01:00;11162,58;10887,9;-274,68
2018-01-30 02:00;10887,9;10941,61;53,71
2018-01-30 03:00;10941,61;10916,89;-24,72
2018-01-30 04:00;10916,89;10969,4;52,51
2018-01-30 05:00;10969,4;10964,71;-4,69
2018-01-30 06:00;10964,71;10929,66;-35,05
2018-01-30 07:00;10929,66;11016,94;87,28
2018-01-30 08:00;11016,94;11018,63;1,69
2018-01-30 09:00;11018,63;10868,78;-149,85
2018-01-30 10:00;10868,78;10894,29;25,51
2018-01-30 11:00;10894,29;10957,01;62,72
2018-01-30 12:00;10957,01;10892,64;-64,37
2018-01-30 13:00;10892,64;10471,42;-421,22
2018-01-30 14:00;10471,42;10528,6;57,18
2018-01-30 15:00;10528,6;10306,37;-222,23
2018-01-30 16:00;10306,37;10366,71;60,34
2018-01-30 17:00;10366,71;10215,62;-151,09
2018-01-30 18:00;10215,62;9954,37;-261,25
2018-01-30 19:00;9954,37;10246,51;292,14
2018-01-30 20:00;10246,51;10065,63;-180,88
2018-01-30 21:00;10065,63;10138,04;72,41
2018-01-30 22:00;10138,04;10189,59;51,55
2018-01-30 23:00;10189,59;10016,24;-173,35
2018-01-31 01:00;10016,24;9748,53;-267,71
2018-01-31 02:00;9748,53;9813,53;65
2018-01-31 03:00;9813,53;10050;236,47
2018-01-31 04:00;10050;9914,47;-135,53
2018-01-31 05:00;9914,47;9850,54;-63,93
2018-01-31 06:00;9850,54;9915,22;64,68
2018-01-31 07:00;9915,22;10039,47;124,25
2018-01-31 08:00;10039,47;10189,1;149,63
2018-01-31 09:00;10189,1;10143,09;-46,01
2018-01-31 10:00;10143,09;10075;-68,09
2018-01-31 11:00;10075;10148,26;73,26
2018-01-31 12:00;10148,26;10242,14;93,88
2018-01-31 13:00;10242,14;10296,05;53,91
2018-01-31 14:00;10296,05;10064,89;-231,16
2018-01-31 14:31;10064,89;10026,21;-38,68
